"yORF"	"GFP tagged?"	"GFP visualized?"	"TAP visualized?"	"abundance"	"error"	"localization summary"	"ambiguous"	"mitochondrion"	"vacuole"	"spindle pole"	"cell periphery"	"punctate composite"	"vacuolar membrane"	"ER"	"nuclear periphery"	"endosome"	"bud neck"	"microtubule"	"Golgi"	"late Golgi"	"peroxisome"	"actin"	"nucleolus"	"cytoplasm"	"ER to Golgi"	"early Golgi"	"lipid particle"	"nucleus"	"bud"
"YBL055C"	"tagged"	"visualized"	"TAP visualized"	1460	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL056W"	"tagged"	"visualized"	"TAP visualized"	19700	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL057C"	"tagged"	"visualized"	"TAP visualized"	2190	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL058W"	"tagged"	"visualized"	"TAP visualized"	3200	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL059C-A"	"tagged"	"visualized"	"TAP visualized"	279	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL059W"	"tagged"	"visualized"	"TAP visualized"	623	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL060W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"bud neck,cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL061C"	"tagged"	"visualized"	"TAP visualized"	2580	"NA"	"bud neck,cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL063W"	"tagged"	"visualized"	"TAP visualized"	"56.9"	"NA"	"microtubule"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL064C"	"tagged"	"visualized"	"TAP visualized"	4510	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL067C"	"tagged"	"visualized"	"TAP visualized"	125	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL068W"	"tagged"	"visualized"	"TAP visualized"	5280	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL069W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL071W-A"	"tagged"	"visualized"	"TAP visualized"	8400	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL072C"	"tagged"	"visualized"	"TAP visualized"	15900	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL074C"	"tagged"	"visualized"	"TAP visualized"	7330	"500.0"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL075C"	"tagged"	"visualized"	"TAP visualized"	6440	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL076C"	"tagged"	"visualized"	"TAP visualized"	23300	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL079W"	"tagged"	"visualized"	"TAP visualized"	1560	"NA"	"nuclear periphery"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL080C"	"tagged"	"visualized"	"TAP visualized"	1390	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL082C"	"tagged"	"visualized"	"TAP visualized"	"technical problem"	"NA"	"cytoplasm,vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL084C"	"tagged"	"visualized"	"TAP visualized"	593	"88.0"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL085W"	"tagged"	"visualized"	"TAP visualized"	1040	"NA"	"bud neck,cytoplasm,cell periphery,bud"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"T"
"YBL086C"	"tagged"	"visualized"	"TAP visualized"	396	"NA"	"cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL087C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBL090W"	"tagged"	"visualized"	"TAP visualized"	1270	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL091C"	"tagged"	"visualized"	"TAP visualized"	1080	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL093C"	"tagged"	"visualized"	"TAP visualized"	6120	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBL095W"	"tagged"	"visualized"	"TAP visualized"	704	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL097W"	"tagged"	"visualized"	"TAP visualized"	704	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBL098W"	"tagged"	"visualized"	"TAP visualized"	556	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL099W"	"tagged"	"visualized"	"TAP visualized"	41500	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBL101C"	"tagged"	"visualized"	"TAP visualized"	799	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL102W"	"tagged"	"visualized"	"TAP visualized"	279	"NA"	"early Golgi"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"
"YBL103C"	"tagged"	"visualized"	"TAP visualized"	1050	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBL104C"	"tagged"	"visualized"	"TAP visualized"	184	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL105C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"ambiguous,bud neck,cytoplasm,bud"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"T"
"YBL107C"	"tagged"	"visualized"	"TAP visualized"	768	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBL111C"	"tagged"	"visualized"	"TAP visualized"	279	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR001C"	"tagged"	"visualized"	"TAP visualized"	2500	"NA"	"cytoplasm,mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR002C"	"tagged"	"visualized"	"TAP visualized"	8970	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR003W"	"tagged"	"visualized"	"TAP visualized"	1560	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR005W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR006W"	"tagged"	"visualized"	"TAP visualized"	"low signal"	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR007C"	"tagged"	"visualized"	"TAP visualized"	377	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR008C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cell periphery,vacuole"	"F"	"F"	"T"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR009C"	"tagged"	"visualized"	"TAP visualized"	524000	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR010W"	"tagged"	"visualized"	"TAP visualized"	213000	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR011C"	"tagged"	"visualized"	"TAP visualized"	68400	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR014C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR015C"	"tagged"	"visualized"	"TAP visualized"	6730	"NA"	"Golgi"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR016W"	"tagged"	"visualized"	"TAP visualized"	1760	"NA"	"cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR017C"	"tagged"	"visualized"	"TAP visualized"	2130	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR023C"	"tagged"	"visualized"	"TAP visualized"	1510	"NA"	"late Golgi"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR025C"	"tagged"	"visualized"	"TAP visualized"	36800	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR026C"	"tagged"	"visualized"	"TAP visualized"	1560	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR028C"	"tagged"	"visualized"	"TAP visualized"	1470	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR030W"	"tagged"	"visualized"	"TAP visualized"	7880	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR031W"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR034C"	"tagged"	"visualized"	"TAP visualized"	37600	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR036C"	"tagged"	"visualized"	"TAP visualized"	"technical problem"	"NA"	"ER,vacuole"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR037C"	"tagged"	"visualized"	"TAP visualized"	2550	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR039W"	"tagged"	"visualized"	"TAP visualized"	28100	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR041W"	"tagged"	"visualized"	"TAP visualized"	16900	"NA"	"lipid particle"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"
"YBR042C"	"tagged"	"visualized"	"TAP visualized"	2010	"NA"	"lipid particle"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"
"YBR043C"	"tagged"	"visualized"	"TAP visualized"	279	"NA"	"cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR046C"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR047W"	"tagged"	"visualized"	"TAP visualized"	2160	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR048W"	"tagged"	"visualized"	"TAP visualized"	1200	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR049C"	"tagged"	"visualized"	"TAP visualized"	7510	"531.0"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR052C"	"tagged"	"visualized"	"TAP visualized"	7060	"NA"	"punctate composite"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR054W"	"tagged"	"visualized"	"TAP visualized"	1950	"NA"	"cell periphery,bud"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"
"YBR055C"	"tagged"	"visualized"	"TAP visualized"	2250	"295.0"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR056W"	"tagged"	"visualized"	"TAP visualized"	1960	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR057C"	"tagged"	"visualized"	"TAP visualized"	3400	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR058C"	"tagged"	"visualized"	"TAP visualized"	3040	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR058C-A"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR059C"	"tagged"	"visualized"	"TAP visualized"	3000	"NA"	"bud neck,cytoplasm,cell periphery"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR060C"	"tagged"	"visualized"	"TAP visualized"	1700	"82.5"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR061C"	"tagged"	"visualized"	"TAP visualized"	4110	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR065C"	"tagged"	"visualized"	"TAP visualized"	4260	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR066C"	"tagged"	"visualized"	"TAP visualized"	704	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR067C"	"tagged"	"visualized"	"TAP visualized"	35600	"NA"	"ER"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR068C"	"tagged"	"visualized"	"TAP visualized"	8660	"NA"	"cell periphery,vacuole"	"F"	"F"	"T"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR069C"	"tagged"	"visualized"	"TAP visualized"	504	"NA"	"cell periphery,bud"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"
"YBR070C"	"tagged"	"visualized"	"TAP visualized"	339	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR071W"	"tagged"	"visualized"	"TAP visualized"	1200	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR072W"	"tagged"	"visualized"	"TAP visualized"	19300	"NA"	"ambiguous"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR073W"	"tagged"	"visualized"	"TAP visualized"	1270	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR077C"	"tagged"	"visualized"	"TAP visualized"	3490	"NA"	"vacuolar membrane"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR079C"	"tagged"	"visualized"	"TAP visualized"	52700	"4350.0"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR080C"	"tagged"	"visualized"	"TAP visualized"	5920	"1230.0"	"Golgi,early Golgi"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"
"YBR081C"	"tagged"	"visualized"	"TAP visualized"	2360	"NA"	"nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"
"YBR082C"	"tagged"	"visualized"	"TAP visualized"	13500	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR083W"	"tagged"	"visualized"	"TAP visualized"	530	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
"YBR084C-A"	"tagged"	"visualized"	"TAP visualized"	97700	"NA"	"cytoplasm"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"F"	"F"
"YBR084W"	"tagged"	"visualized"	"TAP visualized"	11400	"NA"	"mitochondrion"	"F"	"T"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"
"YBR085C-A"	"tagged"	"visualized"	"not TAP visualized"	"not visualized"	"NA"	"cytoplasm,nucleus"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"F"	"T"	"F"	"F"	"F"	"T"	"F"
