	complex name: list	gene id: list	data source: list	gene name: list
536	CKM complex	YCR081W,YDR443C,YNL025C,YPL042C	complex portal	SRB8,SSN2,SSN3,SSN8
537	transcription factor complex (GO)	YCR081W,YDR443C,YNL025C,YPL042C,YPR186C	benchshop	PZF1,SRB8,SSN2,SSN3,SSN8
538	Monopolin complex,monopolin complex (GO)	YCR086W,YDR439W,YER106W,YPL204W	complex portal,benchshop	CSM1,HRR25,LRS4,MAM1
539	wodaklab complex#527	YCR087C-A,YPL146C	wodaklab	NOP53,YCR087C-A
540	wodaklab complex#104	YCR088W,YDR129C,YFL039C,YLR429W,YNL208W	wodaklab	ABP1,ACT1,CRN1,SAC6,YNL208W
541	putative Abp1-Crn1 complex	YCR088W,YLR429W	benchshop	ABP1,CRN1
542	DNA mismatch repair MutSbeta complex,MutSBeta complex	YCR092C,YOL090W	complex portal,benchshop	MSH2,MSH3
543	wodaklab complex#668	YCR094W,YPL165C	wodaklab	CDC50,SET6
544	wodaklab complex#87	YCR095C,YDR067C,YHL029C,YJL023C,YNL032W,YNL099C	wodaklab	OCA1,OCA4,OCA5,OCA6,PET130,SIW14
545	putative Oca6-Oca5-Oca4-Oca3-Oca1-Oca2 complex	YCR095C,YDR067C,YHL029C,YNL032W,YNL056W,YNL099C	benchshop	OCA1,OCA2,OCA4,OCA5,OCA6,SIW14
546	Mating-type MATalpha2-MATa1 complex	YCR097W	complex portal	HMRA1
547	INO80 chromatin remodeling complex	YDL002C,YDR190C,YEL044W,YER092W,YFL013C,YFL039C,YGL150C,YJL081C,YLR052W,YNL059C,YNL215W,YOR141C,YOR189W,YPL129W,YPL235W	complex portal	ACT1,ARP4,ARP5,ARP8,IES1,IES2,IES3,IES4,IES5,IES6,INO80,NHP10,RVB1,RVB2,TAF14
548	INO80 complex	YDL002C,YDR190C,YER092W,YFL013C,YFL039C,YGL150C,YJL081C,YLR052W,YNL059C,YNL215W,YOR141C,YPL235W	benchshop	ACT1,ARP4,ARP5,ARP8,IES1,IES2,IES3,IES5,INO80,NHP10,RVB1,RVB2
549	Nuclear mitotic cohesin complex,nuclear cohesin complex	YDL003W,YFL008W,YIL026C,YJL074C	complex portal,benchshop	IRR1,MCD1,SMC1,SMC3
550	wodaklab complex#285	YDL003W,YFL008W,YJL074C	wodaklab	MCD1,SMC1,SMC3
551	proteasome regulatory particle	YDL007W,YDL097C,YDL147W,YDR363W-A,YDR394W,YDR427W,YER021W,YFR004W,YFR010W,YFR052W,YGL048C,YGR232W,YHL030W,YHR027C,YHR200W,YIL075C,YKL145W,YLR421C,YOR117W,YOR259C,YOR261C,YPR108W	benchshop	ECM29,NAS6,RPN1,RPN10,RPN11,RPN12,RPN13,RPN2,RPN3,RPN5,RPN6,RPN7,RPN8,RPN9,RPT1,RPT2,RPT3,RPT4,RPT5,RPT6,SEM1,UBP6
552	wodaklab complex#289	YDL012C,YLR114C,YPL104W	wodaklab	AVL9,MSD1,YDL012C
553	ubiquitin ligase complex (GO)	YDL013W,YDR219C,YDR306C,YER116C,YER125W,YLR224W,YML111W,YMR275C,YNL311C,YOR057W	benchshop	BUL1,BUL2,MFB1,RSP5,SGT1,SLX5,SLX8,YDR306C,YLR224W,YNL311C
554	wodaklab complex#311	YDL013W,YDR266C,YDR320C	wodaklab	SLX5,SWA2,YDR266C
555	putative Slx5-Swa2 complex	YDL013W,YDR320C	benchshop	SLX5,SWA2
556	Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex	YDL013W,YER116C	complex portal	SLX5,SLX8
557	Box C/D snoRNP complex	YDL014W,YEL026W,YLR197W,YOR310C	complex portal	NOP1,NOP56,NOP58,SNU13
558	box C/D snoRNP complex (GO)	YDL014W,YEL026W,YLR197W,YOR310C,snR128,snR13,snR17a,snR17b,snR18,snR190,snR24,snR38,snR39,snR39B,snR4,snR40,snR41,snR47,snR48,snR50,snR51,snR52,snR53,snR54,snR55,snR56,snR57,snR58,snR59,snR60,snR61,snR62,snR63,snR64,snR65,snR66,snR67,snR68,snR69,snR70,snR71,snR72,snR73,snR74,snR75,snR76,snR77,snR78,snR79,snR87	benchshop	NOP1,NOP56,NOP58,SNR128,SNR13,SNR17A,SNR17B,SNR18,SNR190,SNR24,SNR38,SNR39,SNR39B,SNR4,SNR40,SNR41,SNR47,SNR48,SNR50,SNR51,SNR52,SNR53,SNR54,SNR55,SNR56,SNR57,SNR58,SNR59,SNR60,SNR61,SNR62,SNR63,SNR64,SNR65,SNR66,SNR67,SNR68,SNR69,SNR70,SNR71,SNR72,SNR73,SNR74,SNR75,SNR76,SNR77,SNR78,SNR79,SNR87,SNU13
559	DBF4-dependent CDC7 kinase complex,Dbf4-dependent protein kinase complex (GO)	YDL017W,YDR052C	complex portal,benchshop	CDC7,DBF4
560	putative Emp24-Erv25-Erp3-Erp5 complex	YDL018C,YGL200C,YHR110W,YML012W	benchshop	EMP24,ERP3,ERP5,ERV25
561	proteasome regulatory particle (GO)	YDL020C,YFR010W,YGR232W	benchshop	NAS6,RPN4,UBP6
562	wodaklab complex#558	YDL024C,YJR069C	wodaklab	DIA3,HAM1
563	wodaklab complex#568	YDL027C,YDR104C	wodaklab	SPO71,YDL027C
564	U2 snRNP	YDL030W,YDL043C,YER029C,YFL017W-A,YGL174W,YGR074W,YIR005W,YIR009W,YJL203W,YLR016C,YLR147C,YLR275W,YML049C,YMR240C,YMR288W,YNL138W-A,YNL286W,YOR159C,YOR319W,YPL213W,YPR094W,YPR182W	complex portal	BUD13,CUS1,CUS2,HSH155,HSH49,IST3,LEA1,MSL1,PML1,PRP11,PRP21,PRP9,RDS3,RSE1,SMB1,SMD1,SMD2,SMD3,SME1,SMX2,SMX3,YSF3
565	SF3A complex	YDL030W,YDL043C,YJL203W	complex portal	PRP11,PRP21,PRP9
566	snRNP U2	YDL030W,YDL043C,YJL203W,YML049C,YMR240C,YMR288W,YPL213W	benchshop	CUS1,HSH155,LEA1,PRP11,PRP21,PRP9,RSE1
567	wodaklab complex#353	YDL033C,YLR187W	wodaklab	SKG3,SLM3
568	NatA complex,wodaklab complex#312	YDL040C,YHR013C,YOR253W	complex portal,benchshop,wodaklab	ARD1,NAT1,NAT5
569	TEL complex	YDL042C,YDR227W	benchshop	SIR2,SIR4
570	wodaklab complex#274	YDL042C,YDR227W,YJL076W	wodaklab	NET1,SIR2,SIR4
571	Sir2-3-4 silent chromatin complex	YDL042C,YDR227W,YLR442C	complex portal	SIR2,SIR3,SIR4
572	RENT complex	YDL042C,YFR028C,YJL076W	complex portal	CDC14,NET1,SIR2
573	RENT complex (GO)	YDL042C,YFR028C,YJL076W,YPL126W	benchshop	CDC14,NAN1,NET1,SIR2
574	RENT complex	YDL042C,YJL076W	benchshop	NET1,SIR2
575	Nam1-Sls1 complex,wodaklab complex#739	YDL044C,YLR139C	benchshop,wodaklab	MTF2,SLS1
576	SIT4-SAP155 phosphatase complex,Sit4-Sap155 complex	YDL047W,YFR040W	complex portal,benchshop	SAP155,SIT4
577	wodaklab complex#95	YDL047W,YFR040W,YKR028W,YNR016C,YPR134W	wodaklab	ACC1,MSS18,SAP155,SAP190,SIT4
578	putative Sit4-Sap185-Rts3-Hrk1 complex	YDL047W,YGR161C,YJL098W,YOR267C	benchshop	HRK1,RTS3,SAP185,SIT4
579	TAP42-RRD1-SIT4 phosphatase complex	YDL047W,YIL153W,YMR028W	complex portal	RRD1,SIT4,TAP42
580	SIT4-SAP185 phosphatase complex	YDL047W,YJL098W	complex portal	SAP185,SIT4
581	SIT4-SAP190 phosphatase complex,Sit4-Sap190 complex	YDL047W,YKR028W	complex portal,benchshop	SAP190,SIT4
582	wodaklab complex#51	YDL051W,YDL092W,YDR395W,YKL122C,YML105C,YPL210C,YPL243W,YPR088C	wodaklab	LHP1,SEC65,SRP14,SRP21,SRP54,SRP68,SRP72,SXM1
583	signal recognition particle	YDL051W,YDL092W,YKL122C,YML105C,YPL210C,YPL243W,YPR088C	benchshop	LHP1,SEC65,SRP14,SRP21,SRP54,SRP68,SRP72
584	wodaklab complex#202	YDL053C,YGR178C,YHR121W	wodaklab	LSM12,PBP1,PBP4
585	wodaklab complex#491	YDL055C,YNL149C	wodaklab	PGA2,PSA1
586	wodaklab complex#208	YDL056W,YER111C,YLR182W	wodaklab	MBP1,SWI4,SWI6
587	MBP transcription complex,MBF transcription complex	YDL056W,YLR182W	complex portal,benchshop	MBP1,SWI6
588	wodaklab complex#536	YDL058W,YER109C	wodaklab	FLO8,USO1
589	putative Hrr25-Ltv1-Rio2-Tsr1 complex	YDL060W,YKL143W,YNL207W,YPL204W	benchshop	HRR25,LTV1,RIO2,TSR1
590	wodaklab complex#79	YDL067C,YGL057C,YGL187C,YHR051W,YIL111W,YNL052W	wodaklab	COX4,COX5A,COX5B,COX6,COX9,GEP7
591	cytochome c oxidase complex, subunits IV, Va, VI and VIIa	YDL067C,YGL187C,YHR051W,YNL052W	benchshop	COX4,COX5A,COX6,COX9
592	mitochondrial ribosome (GO)	YDL069C,YGL068W,YKL142W,YPL132W	benchshop	CBS1,COX11,MNP1,MRP8
593	wodaklab complex#264	YDL070W,YLR399C,YOR161C	wodaklab	BDF1,BDF2,PNS1
594	wodaklab complex#522	YDL072C,YKL065C	wodaklab	YET1,YET3
595	wodaklab complex#271	YDL073W,YKR067W,YOR301W	wodaklab	GPT2,RAX1,YDL073W
596	BRE1 E3 ubiquitin-protein ligase complex	YDL074C,YDL074C	complex portal	BRE1,BRE1
597	BRE1-RAD6 ubiquitin ligase complex	YDL074C,YGL058W	complex portal	BRE1,RAD6
598	putative Bre1-Lge1 complex,wodaklab complex#356	YDL074C,YPL055C	benchshop,wodaklab	BRE1,LGE1
599	HOPS complex	YDL077C,YDR080W,YLR148W,YLR396C,YMR231W,YPL045W	complex portal	PEP3,PEP5,VAM6,VPS16,VPS33,VPS41
600	wodaklab complex#421	YDL080C,YNR013C	wodaklab	PHO91,THI3
601	wodaklab complex#649	YDL081C,YMR173W	wodaklab	DDR48,RPP1A
602	TREX complex	YDL084W,YDR138W,YDR381W,YHR167W,YML062C,YNL004W,YNL139C,YNL253W	benchshop	HPR1,HRB1,MFT1,SUB2,TEX1,THO2,THP2,YRA1
603	TREX complex	YDL084W,YDR138W,YDR381W,YHR167W,YML062C,YNL139C,YNL253W	complex portal	HPR1,MFT1,SUB2,TEX1,THO2,THP2,YRA1
604	wodaklab complex#284	YDL090C,YGL155W,YKL019W	wodaklab	CDC43,RAM1,RAM2
605	Protein farnesyltransferase complex,protein farnesyltransferase complex	YDL090C,YKL019W	complex portal,benchshop	RAM1,RAM2
606	TUL1 E3 ubiquitin ligase complex	YDL091C,YKL034W,YOL073C,YOR223W	complex portal	DSC2,DSC3,TUL1,UBX3
607	Signal recognition particle	YDL092W,YKL122C,YML105C,YPL210C,YPL243W,YPR088C	complex portal	SEC65,SRP14,SRP21,SRP54,SRP68,SRP72
608	PMT5-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex	YDL093W	complex portal	PMT5
609	PMT5-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex	YDL093W,YOR321W	complex portal	PMT3,PMT5
610	PMT1-PMT2 dolichyl-phosphate-mannose-protein mannosyltransferase complex	YDL095W	complex portal	PMT1
611	PMT1-PMT3 dolichyl-phosphate-mannose-protein mannosyltransferase complex	YDL095W,YOR321W	complex portal	PMT1,PMT3
612	wodaklab complex#685	YDL095W,YPL111W	wodaklab	CAR1,PMT1
613	BUG1-GRH1 complex,Grh1-Bug1 complex,wodaklab complex#690	YDL099W,YDR517W	complex portal,benchshop,wodaklab	BUG1,GRH1
614	GET complex	YDL100C,YER083C,YGL020C	complex portal,benchshop	GET1,GET2,GET3
615	wodaklab complex#521	YDL100C,YGL020C	wodaklab	GET1,GET3
616	DNA polymerase delta complex,delta DNA polymerase complex	YDL102W,YJR006W,YJR043C	complex portal,benchshop	POL3,POL31,POL32
617	wodaklab complex#525	YDL103C,YER020W	wodaklab	GPA2,QRI1
618	SMC5-SMC6 SUMO ligase complex	YDL105W,YDR288W,YEL019C,YER038C,YLR007W,YLR383W,YML023C,YOL034W	complex portal	KRE29,MMS21,NSE1,NSE3,NSE4,NSE5,SMC5,SMC6
619	Smc5-Smc6 complex	YDL105W,YDR288W,YEL019C,YOL034W	benchshop	MMS21,NSE3,NSE4,SMC5
620	General transcription factor complex TFIIH	YDL108W,YDR079C-A,YDR311W,YDR460W,YER171W,YIL143C,YLR005W,YOR352W,YPL122C,YPR025C,YPR056W	complex portal	CCL1,KIN28,RAD3,SSL1,SSL2,TFB1,TFB2,TFB3,TFB4,TFB5,TFB6
621	wodaklab complex#59	YDL108W,YDR311W,YDR460W,YLR005W,YMR228W,YPR025C,YPR056W	wodaklab	CCL1,KIN28,MTF1,SSL1,TFB1,TFB3,TFB4
622	General transcription factor complex TFIIK,TFIIK complex	YDL108W,YDR460W,YPR025C	complex portal,benchshop	CCL1,KIN28,TFB3
623	putative Trm3-Fas1 complex	YDL112W,YKL182W	benchshop	FAS1,TRM3
624	wodaklab complex#97	YDL113C,YDR425W,YJL036W,YOL015W	wodaklab	ATG20,IRC10,SNX4,SNX41
625	SNX4-ATG20 sorting nexin complex	YDL113C,YJL036W	complex portal	ATG20,SNX4
626	nucleoporin Nup84 subcomplex	YDL116W,YGL092W,YGL100W,YJR042W,YKL057C,YLR208W	benchshop	NUP120,NUP145,NUP84,NUP85,SEC13,SEH1
627	HICS complex	YDL117W,YER118C,YMR032W,YNL152W	complex portal	CYK3,HOF1,INN1,SHO1
628	wodaklab complex#146	YDL121C,YFR033C,YIL108W	wodaklab	QCR6,YDL121C,YIL108W
629	wodaklab complex#417	YDL122W,YGL008C	wodaklab	PMA1,UBP1
630	CDC48-RAD23-UFD2 complex	YDL126C,YDL190C,YEL037C	complex portal	CDC48,RAD23,UFD2
631	PCL2-PHO85 kinase complex	YDL127W,YPL031C	complex portal	PCL2,PHO85
632	mitochondrial proton-transporting ATP synthase complex (GO)	YDL130W-A,YDL181W,YGR008C	benchshop	INH1,STF1,STF2
633	putative Lys20-Lys21 isozyme complex	YDL131W,YDL182W	benchshop	LYS20,LYS21
634	SCF-Cdc4 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YFL009W,YOL133W	complex portal	CDC34,CDC4,CDC53,HRT1,SKP1
635	SCF-Met30 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YIL046W,YOL133W	complex portal	CDC34,CDC53,HRT1,MET30,SKP1
636	SCF-Das1 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YJL149W,YOL133W	complex portal	CDC34,CDC53,DAS1,HRT1,SKP1
637	SCF-Grr1 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YJR090C,YOL133W	complex portal	CDC34,CDC53,GRR1,HRT1,SKP1
638	SCF-Hrt3 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YLR097C,YOL133W	complex portal	CDC34,CDC53,HRT1,HRT3,SKP1
639	SCF-Ylr352w ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YLR352W,YOL133W	complex portal	CDC34,CDC53,HRT1,SKP1,nan
640	SCF-Mdm30 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YLR368W,YOL133W	complex portal	CDC34,CDC53,HRT1,MDM30,SKP1
641	SCF-Ufo1 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YML088W,YOL133W	complex portal	CDC34,CDC53,HRT1,SKP1,UFO1
642	SCF-Dia2 ubiquitin ligase complex	YDL132W,YDR054C,YDR328C,YOL133W,YOR080W	complex portal	CDC34,CDC53,DIA2,HRT1,SKP1
643	wodaklab complex#439	YDL132W,YDR054C,YGL252C,YJL047C	wodaklab	CDC34,CDC53,RTG2,RTT101
644	SCF ubiquitin ligase complex	YDL132W,YDR054C,YGL252C,YJL047C,YOL133W	benchshop	CDC34,CDC53,HRT1,RTG2,RTT101
645	TAP42-RRD2-PPH21 phosphatase complex	YDL134C,YMR028W,YPL152W	complex portal	PPH21,RRD2,TAP42
646	wodaklab complex#469	YDL137W,YDR527W	wodaklab	ARF2,RBA50
647	wodaklab complex#477	YDL138W,YDR084C	wodaklab	RGT2,TVP23
648	wodaklab complex#220	YDL139C,YFL033C,YNL080C	wodaklab	EOS1,RIM15,SCM3
649	Chaperonin-containing T-complex	YDL143W,YDR188W,YDR212W,YIL142W,YJL008C,YJL014W,YJL111W,YJR064W	complex portal	CCT2,CCT3,CCT4,CCT5,CCT6,CCT7,CCT8,TCP1
650	chaperonin-containing T-complex	YDL143W,YDR188W,YIL142W,YJL008C,YJL014W,YJL111W,YJR064W,YNL212W,YOR281C	benchshop	CCT2,CCT3,CCT4,CCT5,CCT6,CCT7,CCT8,PLP2,VID27
651	wodaklab complex#111	YDL143W,YDR188W,YIL142W,YJL111W,YOR281C	wodaklab	CCT2,CCT4,CCT6,CCT7,PLP2
652	COPI vesicle coat	YDL145C,YDR238C,YER122C,YFR051C,YGL137W,YIL076W,YNL287W,YPL010W	benchshop	COP1,GLO3,RET2,RET3,SEC21,SEC26,SEC27,SEC28
653	COPI vesicle coat complex	YDL145C,YDR238C,YFR051C,YGL137W,YIL076W,YNL287W,YPL010W	complex portal	COP1,RET2,RET3,SEC21,SEC26,SEC27,SEC28
654	wodaklab complex#629	YDL146W,YNL304W	wodaklab	LDB17,YPT11
655	wodaklab complex#85	YDL147W,YDL216C,YDR179C,YER180C-A,YIL071C,YMR025W,YOL117W	wodaklab	CSI1,CSN9,PCI8,RPN5,RRI1,RRI2,SLO1
656	NOP14-NOC4 complex,Noc4p-Nop14p complex (GO)	YDL148C,YPR144C	complex portal,benchshop	NOC4,NOP14
657	wodaklab complex#687	YDL153C,YJL131C	wodaklab	AIM23,SAS10
658	MSH4-MSH5 complex	YDL154W,YFL003C	complex portal	MSH4,MSH5
659	wodaklab complex#207	YDL164C,YJL130C,YMR198W	wodaklab	CDC9,CIK1,URA2
660	CCR4-NOT Not2-Not5 subcomplex,wodaklab complex#726	YDL165W,YPR072W	benchshop,wodaklab	CDC36,NOT5
661	preribosome (GO)	YDL166C,YOR056C	benchshop	FAP7,NOB1
662	glutamate synthase complex (GO)	YDL171C	benchshop	GLT1
663	putative Glt1-Ylr257w complex	YDL171C,YLR257W	benchshop	GLT1,YLR257W
664	wodaklab complex#225	YDL173W,YGL087C,YMR140W	wodaklab	MMS2,PAR32,SIP5
665	wodaklab complex#410	YDL174C,YDL236W	wodaklab	DLD1,PHO13
666	wodaklab complex#62	YDL175C,YDR194C,YGR271W,YIL079C,YJL050W,YNL065W,YOL115W	wodaklab	AIR1,AIR2,AQR1,MSS116,MTR4,PAP2,SLH1
667	TRAMP complex variant 2	YDL175C,YJL050W,YJR036C,YOL115W	complex portal	AIR2,HUL4,MTR4,PAP2
668	TRAMP complex	YDL175C,YJL050W,YOL115W	benchshop	AIR2,MTR4,PAP2
669	wodaklab complex#137	YDL179W,YGR130C,YKL218C,YMR031C	wodaklab	EIS1,PCL9,SRY1,YGR130C
670	PCL9-PHO85 kinase complex	YDL179W,YPL031C	complex portal	PCL9,PHO85
671	TAP42-RRD2-PPH22 phosphatase complex	YDL188C,YMR028W,YPL152W	complex portal	PPH22,RRD2,TAP42
672	Dehydrodolichyl diphosphate synthase complex variant SRT1	YDL193W,YMR101C	complex portal	NUS1,SRT1
673	wodaklab complex#576	YDL194W,YGR142W	wodaklab	BTN2,SNF3
674	COPII vesicle coat complex	YDL195W,YDL195W,YIL109C,YLR208W,YPL218W,YPR181C	complex portal	SAR1,SEC13,SEC23,SEC24,SEC31,SEC31
675	wodaklab complex#145	YDL195W,YDR261C,YLR208W,YML130C	wodaklab	ERO1,EXG2,SEC13,SEC31
676	tRNA (guanine-N(7)-)-methyltransferase,tRNA methyltransferase complex,wodaklab complex#350	YDL201W,YDR165W	complex portal,benchshop,wodaklab	TRM8,TRM82
677	wodaklab complex#373	YDL204W,YGR054W	wodaklab	RTN2,YGR054W
678	wodaklab complex#364	YDL207W,YNL106C	wodaklab	GLE1,INP52
679	Box H/ACA ribonucleoprotein complex	YDL208W,YHR072W-A,YHR089C,YLR175W	complex portal	CBF5,GAR1,NHP2,NOP10
680	core H-ACA snoRNP	YDL208W,YHR072W-A,YHR089C,YLR175W,YNL308C	benchshop	CBF5,GAR1,KRI1,NHP2,NOP10
681	putative Cwc2-Spp382-Ntr2 complex	YDL209C,YKR022C,YLR424W	benchshop	CWC2,NTR2,SPP382
682	wodaklab complex#512	YDL214C,YGR041W	wodaklab	BUD9,PRR2
683	COP9 signalosome complex	YDL216C,YDR179C,YIL071C,YJR084W,YMR025W,YOL117W	complex portal	CSI1,CSN9,PCI8,RRI1,RRI2,nan
684	signalosome	YDL216C,YDR179C,YIL071C,YMR025W,YOL117W	benchshop	CSI1,CSN9,PCI8,RRI1,RRI2
685	CST complex	YDL220C,YDR082W,YLR010C	complex portal	CDC13,STN1,TEN1
686	wodaklab complex#387	YDL227C,YOR128C	wodaklab	ADE2,HO
687	oligosaccharyl transferase complex (GO)	YDL232W,YEL002C,YGL022W,YGL226C-A,YJL002C,YML019W,YMR149W,YOR085W,YOR103C	benchshop	OST1,OST2,OST3,OST4,OST5,OST6,STT3,SWP1,WBP1
688	Oligosaccharyl transferase complex variant 1	YDL232W,YEL002C,YGL022W,YGL226C-A,YJL002C,YML019W,YMR149W,YOR103C	complex portal	OST1,OST2,OST4,OST5,OST6,STT3,SWP1,WBP1
689	Oligosaccharyl transferase complex variant 2	YDL232W,YEL002C,YGL022W,YGL226C-A,YJL002C,YMR149W,YOR085W,YOR103C	complex portal	OST1,OST2,OST3,OST4,OST5,STT3,SWP1,WBP1
690	wodaklab complex#735	YDL232W,YLR452C	wodaklab	OST4,SST2
691	wodaklab complex#201	YDL235C,YER030W,YGR136W	wodaklab	CHZ1,LSB1,YPD1
692	putative Nth1-Bmh1-Bmh2 complex	YDR001C,YDR099W,YER177W	benchshop	BMH1,BMH2,NTH1
693	wodaklab complex#152	YDR001C,YDR099W,YER177W,YNR047W	wodaklab	BMH1,BMH2,FPK1,NTH1
694	RAD55-RAD57 complex,Rhp55-Rhp57 complex (GO)	YDR004W,YDR076W	complex portal,benchshop	RAD55,RAD57
695	putative Sok1-Rtn1-Crp1-Ids2-Pep4 complex	YDR006C,YDR233C,YHR146W,YJL146W,YPL154C	benchshop	CRP1,IDS2,PEP4,RTN1,SOK1
696	GAL3-GAL80 transcription regulation complex	YDR009W,YML051W	complex portal	GAL3,GAL80
697	wodaklab complex#75	YDR011W,YDR027C,YDR484W,YGL131C,YJL029C,YKR020W	wodaklab	SNQ2,SNT2,VPS51,VPS52,VPS53,VPS54
698	GINS complex,wodaklab complex#157	YDR013W,YDR489W,YJL072C,YOL146W	complex portal,benchshop,wodaklab	PSF1,PSF2,PSF3,SLD5
699	wodaklab complex#67	YDR016C,YDR201W,YGL061C,YGR113W,YKL052C,YKR037C,YKR083C	wodaklab	ASK1,DAD1,DAD2,DAM1,DUO1,SPC19,SPC34
700	wodaklab complex#346	YDR019C,YDR420W	wodaklab	GCV1,HKR1
701	FAL1-SGD1 complex	YDR021W,YLR336C	complex portal	FAL1,SGD1
702	ATG1 kinase complex	YDR022C,YDR022C,YGL180W,YGL180W,YLR423C,YLR423C,YPL166W,YPL166W,YPR185W,YPR185W	complex portal	ATG1,ATG1,ATG13,ATG13,ATG17,ATG17,ATG29,ATG29,ATG31,ATG31
703	Atg17-Atg31-Atg29 complex	YDR022C,YDR022C,YLR423C,YLR423C,YPL166W,YPL166W	complex portal	ATG17,ATG17,ATG29,ATG29,ATG31,ATG31
704	wodaklab complex#102	YDR022C,YLR423C,YOR330C,YPL166W,YPR049C	wodaklab	ATG11,ATG17,ATG29,CIS1,MIP1
705	Atg11-Atg17-Atg29-Cis1 complex	YDR022C,YLR423C,YPL166W,YPR049C	benchshop	ATG11,ATG17,ATG29,CIS1
706	wodaklab complex#337	YDR026C,YKL162C	wodaklab	YDR026C,YKL162C
707	GARP complex	YDR027C,YDR484W,YJL029C,YJL034W,YKR020W	benchshop	KAR2,VPS51,VPS52,VPS53,VPS54
708	GARP complex	YDR027C,YDR484W,YJL029C,YKR020W	complex portal	VPS51,VPS52,VPS53,VPS54
709	snf1 protein kinase complex	YDR028C,YDR422C,YDR477W,YER027C,YER129W,YGL115W,YGL208W	benchshop	GAL83,REG1,SAK1,SIP1,SIP2,SNF1,SNF4
710	wodaklab complex#40	YDR028C,YDR422C,YDR477W,YER027C,YER129W,YGL115W,YGL208W,YNR034W,YOL096C	wodaklab	COQ3,GAL83,REG1,SAK1,SIP1,SIP2,SNF1,SNF4,SOL1
711	REG1-GLC7 phosphatase complex	YDR028C,YER133W	complex portal	GLC7,REG1
712	wodaklab complex#691	YDR030C,YJR039W	wodaklab	RAD28,YJR039W
713	wodaklab complex#695	YDR031W,YHR123W	wodaklab	EPT1,MIC14
714	putative Aro3-Bcs1 complex	YDR035W,YDR375C	benchshop	ARO3,BCS1
715	wodaklab complex#462	YDR044W,YKR095W	wodaklab	HEM13,MLP1
716	wodaklab complex#204	YDR056C,YIL042C,YMR126C	wodaklab	DLT1,PKP1,YDR056C
717	Luminal surveillance complex	YDR057W,YJL034W,YLR207W	complex portal	HRD3,KAR2,YOS9
718	Hrd1 ubiquitin ligase ERAD-L complex	YDR057W,YLR207W,YML029W,YOL013C	benchshop	HRD1,HRD3,USA1,YOS9
719	wodaklab complex#415	YDR057W,YOL013C	wodaklab	HRD1,YOS9
720	NOC1-NOC2 complex,Noc1p-Noc2p complex (GO)	YDR060W,YOR206W	complex portal,benchshop	MAK21,NOC2
721	wodaklab complex#563	YDR061W,YJR117W	wodaklab	STE24,YDR061W
722	serine C-palmitoyltransferase complex,wodaklab complex#541	YDR062W,YMR296C	benchshop,wodaklab	LCB1,LCB2
723	40S cytosolic small ribosomal subunit	YDR064W,YGL123W,YHL015W,YJR123W,YLR167W,YMR116C,YNL178W,YOL040C,YOR369C	complex portal	ASC1,RPS12,RPS13,RPS15,RPS2,RPS20,RPS3,RPS31,RPS5
724	putative Paa1-Ptc2 complex	YDR071C,YER089C	benchshop	PAA1,PTC2
725	Shu complex	YDR078C,YHL006C,YIL132C,YLR376C	complex portal	CSM2,PSY3,SHU1,SHU2
726	putative core TFIIH Tfb5-Tfb2 subcomplex	YDR079C-A,YPL122C	benchshop	TFB2,TFB5
727	SEC61 translocon complex	YDR086C,YER087C-B,YLR378C	complex portal	SBH1,SEC61,SSS1
728	wodaklab complex#320	YDR088C,YER053C-A,YMR123W	wodaklab	PKR1,SLU7,YER053C-A
729	putative Slu7-Prp18 complex	YDR088C,YGR006W	benchshop	PRP18,SLU7
730	MMS2-UBC13 ubiquitin ligase complex,ubiquitin conjugating enzyme complex (GO)	YDR092W,YGL087C	complex portal,benchshop	MMS2,UBC13
731	ubiquitin conjugating enzyme complex	YDR092W,YGL087C,YMR140W	benchshop	MMS2,SIP5,UBC13
732	DNF2-LEM3 P4-ATPase complex	YDR093W,YNL323W	complex portal	DNF2,LEM3
733	wodaklab complex#335	YDR097C,YIR002C	wodaklab	MPH1,MSH6
734	DNA mismatch repair MutSalpha complex,MutSalpha complex	YDR097C,YOL090W	complex portal,benchshop	MSH2,MSH6
735	wodaklab complex#635	YDR100W,YLR273C	wodaklab	PIG1,TVP15
736	Dynactin	YDR106W,YHR129C,YLL049W,YMR294W,YPL174C	complex portal	ARP1,ARP10,JNM1,LDB18,NIP100
737	dynactin complex (GO)	YDR106W,YHR129C,YMR294W,YPL174C	benchshop	ARP1,ARP10,JNM1,NIP100
738	Separase-Securin complex	YDR113C,YGR098C	complex portal	ESP1,PDS1
